Title,Original Language
痴人の愛 #855,ja
상록수 #570,ko
Gapo #414,fil
彷徨 #773,zh
Children of Cambodia's Killing Fields #1209,km
家 - Part 7,zh
1Q84 #602,ja
Panglima Awang #310,ms
May Day Eve #340,fil
When Broken Glass Floats #827,km
Golden Bones #859,km
雪国 #1069,ja
痴人の愛 #315,ja
Layar Terkembang #1147,id
彷徨 #1133,zh
สุภาพบุรุษจุฑาเทพ #417,th
三国演义 #769,zh
คนละฟากฟ้า #493,th
토지 #626,ko
อิเหนา #1128,th
มัจจุราชเริงรำ #1138,th
อิเหนา #568,th
三体 #1181,zh
아리랑 #967,ko
한강 #664,ko
Rice and Baguette #1080,km
Siti Nurbaya #726,id
ตำนานสมเด็จพระนารายณ์ #995,th
In the Shadow of the Banyan #484,km
金閣寺 #612,ja
Rumah Kaca #1204,id
伊豆の踊子 #410,ja
มัจจุราชเริงรำ #778,th
围城 #863,zh
กุหลาบป่า #1190,th
Mga Kuwento ni Lola Basyang #331,fil
ลูกอีสาน #1064,th
Sa Mga Kuko ng Liwanag #833,fil
무정 #869,ko
Cinta di Dalam Gelas #797,id
Pulang #1073,id
"Stay Alive, My Son #925",km
작별인사 #1223,ko
红楼梦 #1146,zh
Golden Bones #499,km
Luha ng Buwaya #1125,fil
상록수 #650,ko
Mga Kuwento ni Lola Basyang #771,fil
작별인사 #283,ko
Kekasih Electra #133,ms
Negeri 5 Menara #599,id
Laskar Pelangi #794,id
Dekada '70 #166,fil
The Gate #246,km
서울 1964년 겨울 #1215,ko
채식주의자 #941,ko
อิเหนา #308,th
斜陽 #297,ja
白鹿原 #905,zh
무진기행 #494,ko
Laskar Pelangi #1014,id
คนละฟากฟ้า #393,th
Ranjau Sepanjang Jalan,ms
Gapo #1174,fil
白鹿原 #785,zh
Sang Pemimpi #1095,id
Panglima Awang #1170,ms
มัจจุราชเริงรำ (2017),th
Gadis Jolobu #640,ms
무진기행 #254,ko
Ayah #1076,id
한강 #1124,ko
Never Fall Down #1163,km
Dekada '70,fil
围城 #1003,zh
태백산맥 #168,ko
红楼梦 #1086,zh
Ang Paboritong Libro ni Hudas #970,fil
ชาติหน้าขอให้พบกัน #651,th
Luha ng Buwaya: Volume 5,fil
กุหลาบป่า #1070,th
Ang Paboritong Libro ni Hudas #90,fil
Ronggeng Dukuh Paruk #390,id
Perburuan #85,id
雷雨 #740,zh
상록수 #1070,ko
First They Killed My Father #201,km
1Q84 #302,ja
Hikayat Hang Tuah #801,ms
子夜 #536,zh
Penawar Bagi Hati #438,ms
平凡的世界 #304,zh
한강 #524,ko
The Rosales Saga #955,fil
Cinta di Dalam Gelas #1017,id
Cantik Itu Luka #271,id
舞姫 #460,ja
Hang Jebat Menderhaka #737,ms
Anak Semua Bangsa #82,id
Siti Nurbaya #145,ms
Florante at Laura #1103,fil
Smaller and Smaller Circles #569,fil
Padre Faura Witness the Execution of Rizal #516,fil
Rice and Baguette #380,km
西游记 #267,zh
家 #897,zh
무정 #1009,ko
เลือดมังกร #292,th
Laskar Pelangi #214,id
คำพิพากษา #1103,th
Hujan #220,id
คำพิพากษา #223,th
Smaller and Smaller Circles #1209,fil
May Day Eve #740,fil
雪国 #189,ja
三国演义 #1229,zh
三体 #701,zh
กุหลาบป่า: Volume 5,th
伊豆の踊子 #710,ja
Bumi Manusia #881,id
家 #997,zh
人間失格 #136,ja
Voices from S-21 #1234,km
Survival in the Killing Fields #592,km
The Death of Vishnu #956,km
Interlok #1207,ms
Bumi Manusia - Part 1,id
The Rosales Saga #435,fil
Gapo #994,fil
雪国 #389,ja
태백산맥 #1208,ko
坊っちゃん #807,ja
Lucky Child #431,km
Survival in the Killing Fields #512,km
Perburuan #705,id
Sang Pemimpi (2014),id
Golden Bones - Part 9,km
Florante at Laura #763,fil
Supernova #478,id
Smaller and Smaller Circles #329,fil
1Q84 #402,ja
ノルウェイの森 #221,ja
三国演义 #929,zh
Anak Semua Bangsa #462,id
흰 #105,ko
Ranjau Sepanjang Jalan #548,ms
1Q84 #502,ja
Banaag at Sikat #684,fil
走れメロス #698,ja
Ranjau Sepanjang Jalan #808,ms
围城,zh
เลือดมังกร #612,th
Anak Semua Bangsa #422,id
斜陽 #817,ja
山月記 #919,ja
舞姫 #560,ja
Sejarah Melayu #1082,ms
海辺のカフカ - Part 3,ja
아리랑 #107,ko
Siti Nurbaya #446,id
雷雨 #200,zh
Interlok #967,ms
斜陽: Volume 2,ja
Belenggu #829,id
Anak Semua Bangsa #542,id
Lelaki Harimau #192,id
Voices from S-21 #754,km
จดหมายจากหมาเบื่อ #661,th
Cinta di Dalam Gelas #1057,id
Perburuan #325,id
Bumi Manusia #861,id
ตำนานสมเด็จพระนารายณ์ #1135,th
平凡的世界 #1224,zh
白鹿原 #265,zh
คำพิพากษา #203,th
三体 #401,zh
ABNKKBSNPLAko?!,fil
ABNKKBSNPLAko?! #1232,fil
Golden Bones #619,km
May Day Eve #300,fil
金瓶梅 #270,zh
彷徨 #1113,zh
พระอภัยมณี #487,th
อิเหนา #248,th
仮面の告白 #233,ja
羊をめぐる冒険 #1165,ja
작별인사 #143,ko
The Rosales Saga #815,fil
우리들의 행복한 시간 #860,ko
舞姫 #920,ja
海辺のカフカ #1203,ja
Ang Paboritong Libro ni Hudas - Part 10,fil
El Filibusterismo #542,fil
Perburuan #1005,id
Salina #346,ms
围城 #383,zh
金閣寺 #232,ja
呐喊 #132,zh
ตำนานสมเด็จพระนารายณ์ #155,th
Kekasih Electra,ms
吾輩は猫である #548,ja
人間失格 #776,ja
Rumah Kaca #1164,id
In the Shadow of the Banyan #884,km
채식주의자: Volume 1,ko
Lelaki Harimau #872,id
ขุนช้างขุนแผน #486,th
ลูกอีสาน - Part 4,th
한강 #924,ko
痴人の愛 #975,ja
ノルウェイの森 #861,ja
Jejak Langkah #1243,id
Hujan #960,id
子夜 #616,zh
Gapo #294,fil
三国演义 #209,zh
สุภาพบุรุษจุฑาเทพ #977,th
Mat Jenin #294,ms
春 #158,zh
Negeri 5 Menara #719,id
태백산맥 #1008,ko
三国演义 #509,zh
Padre Faura Witness the Execution of Rizal #236,fil
風の歌を聴け #1004,ja
To Destroy You Is No Loss #648,km
Bidasari,ms
ขุนช้างขุนแผน (2005),th
คำพิพากษา: Volume 3,th
Rice and Baguette #540,km
彷徨 #533,zh
The Stones Cry Out #1010,km
อิเหนา #168,th
雷雨 #880,zh
Merpati Putih Terbang Lagi #972,ms
秋 #419,zh
Mga Kuwento ni Lola Basyang (2010),fil
มัจจุราชเริงรำ #738,th
สุภาพบุรุษจุฑาเทพ #1057,th
Mat Jenin #1014,ms
Tenggelamnya Kapal Van Der Wijck #84,ms
Luha ng Buwaya #825,fil
토지 #586,ko
Little Princes,km
삼대 #271,ko
Anak Mat Lela Gila #109,ms
กุหลาบป่า - Part 10,th
Perburuan #565,id
Lucky Child #391,km
To Destroy You Is No Loss #188,km
Voices from S-21 #774,km
ノルウェイの森 #841,ja
Cinta di Dalam Gelas #417,id
Luha ng Buwaya #285,fil
舞姫 #1180,ja
Mga Kuwento ni Lola Basyang #831,fil
Gapo #574,fil
The Gate #1206,km
こころ,ja
Leftenan Adnan #1176,ms
西游记 #1247,zh
Menara #539,ms
상록수 #270,ko
红楼梦 #926,zh
Lucky Child #231,km
삼대 #1091,ko
The Rosales Saga #415,fil
Hujan #1080,id
살인자의 기억법 #1017,ko
Panglima Awang #790,ms
First They Killed My Father #541,km
เสือคำราม #496,th
Hang Jebat Menderhaka #417,ms
The Lost Executioner #522,km
白鹿原 #1085,zh
A Cambodian Prison Portrait #1155,km
태백산맥 #388,ko
活着 #1182,zh
舞姫 (2019),ja
平凡的世界 #644,zh
Florante at Laura #483,fil
Ronggeng Dukuh Paruk #570,id
家 #797,zh
살인자의 기억법 #617,ko
엄마를 부탁해 #656,ko
In the Shadow of the Banyan #204,km
소년이 온다 #682,ko
ลูกอีสาน #844,th
Perburuan #585,id
The Stones Cry Out #930,km
Menara (2018),ms
흰 #145,ko
ขุนช้างขุนแผน #1206,th
活着 #162,zh
우리들의 행복한 시간 #440,ko
狂人日记 #714,zh
Banaag at Sikat #304,fil
斜陽 #957,ja
ข้าหลวง #674,th
มัจจุราชเริงรำ #138,th
Laskar Pelangi #914,id
红楼梦 #266,zh
Bidasari #111,ms
Cambodia's Curse #1153,km
Hang Jebat Menderhaka,ms
Florante at Laura #1243,fil
Pulang #613,id
围城 #403,zh
坊っちゃん #827,ja
Luha ng Buwaya #145,fil
Kekasih Electra #1093,ms
羊をめぐる冒険 #665,ja
Ranjau Sepanjang Jalan #508,ms
In the Shadow of the Banyan #624,km
พระอภัยมณี #507,th
채식주의자 #381,ko
Layar Terkembang #827,id
Bidasari #1191,ms
ノルウェイの森 #501,ja
Never Fall Down #443,km
Golden Bones #1099,km
平凡的世界 #1024,zh
Sejarah Melayu #102,ms
The Stones Cry Out #710,km
Jejak Langkah #1043,id
พระอภัยมณี #1047,th
난장이가 쏘아올린 작은 공 #412,ko
Banaag at Sikat #184,fil
우리들의 행복한 시간 #980,ko
Little Princes #938,km
Ranjau Sepanjang Jalan #908,ms
人間失格 #1156,ja
When Broken Glass Floats #947,km
ลูกอีสาน #924,th
Lagenda Budak Setan #715,ms
Ranjau Sepanjang Jalan #708,ms
Belenggu #1129,id
Pulang #953,id
Mat Jenin #234,ms
한강 #84,ko
Mga Ibong Mandaragit #1067,fil
家 #617,zh
红楼梦,zh
Lucky Child #551,km
Rumah Kaca #664,id
Interlok #567,ms
破戒 #831,ja
흰 #685,ko
Rice and Baguette #740,km
呐喊 #672,zh
Never Fall Down #1143,km
呐喊 #372,zh
雪国 #869,ja
Pulang #193,id
In the Shadow of the Banyan #404,km
한강 #824,ko
작별인사 #1203,ko
살인자의 기억법 #97,ko
จดหมายจากหมาเบื่อ #721,th
Gadis Jolobu #400,ms
Menara #299,ms
狂人日记 #1054,zh
To Destroy You Is No Loss #368,km
風の歌を聴け #164,ja
Ayah #656,id
金閣寺 #372,ja
Dekada '70 #706,fil
Bidasari #871,ms
山月記 #599,ja
ลูกอีสาน #104,th
Penawar Bagi Hati #1158,ms
Noli Me Tangere #1101,fil
Lucky Child #1011,km
คำพิพากษา #523,th
Dead Stars: Volume 2,fil
Menara #1119,ms
May Day Eve #880,fil
엄마를 부탁해 #516,ko
Panglima Awang #950,ms
朝花夕拾 (2010),zh
Padre Faura Witness the Execution of Rizal #636,fil
Padre Faura Witness the Execution of Rizal #1016,fil
朝花夕拾 #191,zh
El Filibusterismo #1102,fil
Atheis #608,id
家 #777,zh
The Lost Executioner #782,km
Ronggeng Dukuh Paruk #510,id
Atheis,id
彷徨 #513,zh
태백산맥 #348,ko
Cinta di Dalam Gelas #157,id
Mga Ibong Mandaragit #927,fil
จดหมายจากหมาเบื่อ #761,th
คำพิพากษา #923,th
The Lost Executioner #482,km
흰 #185,ko
秋 #199,zh
Jejak Langkah #143,id
In the Shadow of the Banyan #1224,km
坊っちゃん #1047,ja
ศรีบูรพา #429,th
ชาติหน้าขอให้พบกัน #951,th
ABNKKBSNPLAko?! #712,fil
彷徨 #293,zh
Cantik Itu Luka #1231,id
Siti Nurbaya #1105,ms
Perburuan #1025,id
山月記 #999,ja
ลูกอีสาน #884,th
水浒传 #968,zh
สี่แผ่นดิน #445,th
ตำนานสมเด็จพระนารายณ์ #355,th
春 #338,zh
Lelaki Harimau #372,id
Voices from S-21 #374,km
Anak Semua Bangsa #1022,id
มัจจุราชเริงรำ #318,th
Kekasih Electra #353,ms
走れメロス #758,ja
Sa Mga Kuko ng Liwanag #1213,fil
雷雨 #560,zh
Luha ng Buwaya #205,fil
Ilustrado #1148,fil
Gadis Jolobu #240,ms
Siti Nurbaya #1106,id
Lucky Child #1171,km
ลูกอีสาน #744,th
ลูกอีสาน #704,th
秋 #1059,zh
흰 #1085,ko
Footnote to Youth #318,fil
Pulang #793,id
Anak Semua Bangsa #1222,id
Belenggu #929,id
상록수 #930,ko
Hikayat Hang Tuah #201,ms
작별인사 - Part 3,ko
Cambodia's Curse #793,km
阿Q正传 #695,zh
상록수 #370,ko
金瓶梅 #1050,zh
Negeri 5 Menara #779,id
Ranjau Sepanjang Jalan #468,ms
Sejarah Melayu #982,ms
Siti Nurbaya #846,id
こころ #146,ja
삼대 #551,ko
The Lost Executioner #502,km
난장이가 쏘아올린 작은 공 #432,ko
ขุนช้างขุนแผน #906,th
春 #1018,zh
雪国 #829,ja
상록수 #1050,ko
Luha ng Buwaya #645,fil
The Stones Cry Out #170,km
상록수 #1030,ko
Belenggu #949,id
Pulang #693,id
소년이 온다 #842,ko
围城 #743,zh
Gadis Jolobu #660,ms
平凡的世界 #764,zh
Sulalat al-Salatin #643,ms
ABNKKBSNPLAko?! #252,fil
吾輩は猫である #488,ja
金閣寺 #512,ja
Lelaki Harimau #352,id
Bamboo People #697,km
雪国 #529,ja
Hikayat Hang Tuah #301,ms
Golden Bones #299,km
Padre Faura Witness the Execution of Rizal #716,fil
Ayah #336,id
Lucky Child: Volume 1,km
무진기행 #214,ko
흰 #605,ko
围城 #1223,zh
กุหลาบป่า #210,th
Perburuan #1245,id
작별인사 #183,ko
Salina #646,ms
무정 #929,ko
กุหลาบป่า #750,th
Lagenda Budak Setan #175,ms
1Q84 #442,ja
มัจจุราชเริงรำ #1238,th
Salina #746,ms
난장이가 쏘아올린 작은 공 #832,ko
春 #378,zh
ขุนช้างขุนแผน #926,th
狂人日记 #874,zh
작별인사 #583,ko
呐喊 #612,zh
こころ #1186,ja
西游记 #787,zh
아리랑 #267,ko
Sulalat al-Salatin #963,ms
海辺のカフカ #483,ja
아리랑 #1127,ko
광장 #253,ko
Banaag at Sikat #484,fil
When Broken Glass Floats #587,km
三体 #461,zh
Bamboo People #1177,km
雪国 #209,ja
ตำนานสมเด็จพระนารายณ์ #215,th
Sulalat al-Salatin #363,ms
雷雨 #260,zh
家 #397,zh
Ang Paboritong Libro ni Hudas (2009),fil
Lagenda Budak Setan #115,ms
Merpati Putih Terbang Lagi #932,ms
Cambodia's Curse #313,km
เสือคำราม #756,th
Leftenan Adnan #296,ms
Menara #879,ms
Gapo #594,fil
白鹿原 #1005,zh
Voices from S-21,km
Lucky Child #1031,km
Sejarah Melayu #842,ms
Jejak Langkah #1123,id
Banaag at Sikat #384,fil
吾輩は猫である: Volume 3,ja
Ranjau Sepanjang Jalan #188,ms
Mat Jenin #1234,ms
Leftenan Adnan #516,ms
Lelaki Harimau #412,id
อิเหนา #608,th
風の歌を聴け #884,ja
รักไม่มีสิทธิ์ #1119,th
破戒 #131,ja
ชาติหน้าขอให้พบกัน #1111,th
春 #658,zh
彷徨 #1153,zh
Mga Ibong Mandaragit,fil
風の歌を聴け #224,ja
The Death of Vishnu #416,km
朝花夕拾 #811,zh
白鹿原,zh
红楼梦 #1006,zh
ลูกอีสาน: Volume 4,th
태백산맥 #608,ko
Atheis #668,id
El Filibusterismo #642,fil
雷雨 #960,zh
무정 #129,ko
Sang Pemimpi - Part 5,id
완득이: Volume 4,ko
細雪 #734,ja
狂人日记 #734,zh
토지 #1206,ko
Rumah Kaca #804,id
A Cambodian Prison Portrait #595,km
The Gate #946,km
คำพิพากษา #783,th
난장이가 쏘아올린 작은 공 #552,ko
เสือคำราม #1156,th
Tenggelamnya Kapal Van Der Wijck #964,ms
平凡的世界 #364,zh
한강 #704,ko
Hang Jebat Menderhaka #1097,ms
Laskar Pelangi #114,id
子夜 #296,zh
우리들의 행복한 시간 #480,ko
คำพิพากษา #1063,th
Ayah #1036,id
海辺のカフカ #1143,ja
Hang Jebat Menderhaka #797,ms
Kekasih Electra #993,ms
채식주의자 #1101,ko
Laskar Pelangi #494,id
围城 #503,zh
Golden Bones #239,km
Lelaki Harimau #112,id
채식주의자 #341,ko
Siti Nurbaya #146,id
난장이가 쏘아올린 작은 공 #1132,ko
Leftenan Adnan #776,ms
Cantik Itu Luka #1071,id
Noli Me Tangere #741,fil
Footnote to Youth #1238,fil
무정 #549,ko
Gapo #234,fil
仮面の告白 #353,ja
난장이가 쏘아올린 작은 공 #372,ko
How My Brother Leon Brought Home a Wife #599,fil
走れメロス #918,ja
ตำนานสมเด็จพระนารายณ์ #955,th
ขุนช้างขุนแผน #1126,th
상록수 #1010,ko
Laskar Pelangi #694,id
The Rosales Saga #335,fil
Sang Pemimpi #1215,id
Noli Me Tangere #281,fil
สี่แผ่นดิน #745,th
雪国 #1229,ja
Pulang,id
Bidasari #491,ms
吾輩は猫である #288,ja
秋 #899,zh
Panglima Awang #870,ms
Voices from S-21 #394,km
Perburuan #685,id
อิเหนา #208,th
คำพิพากษา #363,th
엄마를 부탁해 - Part 6,ko
우리들의 행복한 시간 #1160,ko
坊っちゃん #367,ja
รักไม่มีสิทธิ์ #1139,th
走れメロス #1038,ja
人間失格 #476,ja
เสือคำราม #596,th
คำพิพากษา #883,th
Florante at Laura #1023,fil
How My Brother Leon Brought Home a Wife #1219,fil
The Rosales Saga #675,fil
Dekada '70 #366,fil
Tenggelamnya Kapal Van Der Wijck #644,ms
엄마를 부탁해 #616,ko
Mga Kuwento ni Lola Basyang #431,fil
태백산맥 #1188,ko
平凡的世界 #1064,zh
Lelaki Harimau #1152,id
채식주의자 #241,ko
Siti Nurbaya #366,id
彷徨 #453,zh
子夜 #896,zh
Voices from S-21 #154,km
ขุนช้างขุนแผน #266,th
Cantik Itu Luka #571,id
삼대 #811,ko
三国演义 #729,zh
Tenggelamnya Kapal Van Der Wijck #1044,ms
작별인사 #383,ko
มัจจุราชเริงรำ #698,th
ノルウェイの森 #481,ja
Gapo #874,fil
ด้วยรักและผูกพัน #102,th
三国演义 #589,zh
สี่แผ่นดิน #1005,th
Mga Ibong Mandaragit #367,fil
เสือคำราม #916,th
채식주의자 #1121,ko
三体 #1081,zh
Mga Ibong Mandaragit #647,fil
เลือดมังกร #1112,th
破戒 #511,ja
Dekada '70 #486,fil
Rice and Baguette #840,km
서울 1964년 겨울 #715,ko
7년의 밤 #1078,ko
채식주의자 #221,ko
仮面の告白 #253,ja
Siti Nurbaya #386,id
Anak Semua Bangsa #1202,id
Pulang #813,id
เลือดมังกร - Part 2,th
Bidasari #1171,ms
채식주의자 #861,ko
Bidasari #1051,ms
7년의 밤 #278,ko
First They Killed My Father (2000),km
ลูกอีสาน #624,th
金瓶梅 #1130,zh
Mat Jenin #514,ms
Sulalat al-Salatin #83,ms
มัจจุราชเริงรำ #918,th
雷雨 #720,zh
토지 #966,ko
ชาติหน้าขอให้พบกัน #91,th
Negeri 5 Menara #279,id
痴人の愛 - Part 5,ja
Salina #1066,ms
Cinta di Dalam Gelas #497,id
Laskar Pelangi #234,id
Kekasih Electra #173,ms
山月記 #719,ja
พระอภัยมณี #1027,th
To Destroy You Is No Loss #1068,km
